SAMPLE_KEY,smiles
BJ1895322,NC(=O)c1cc2cc(ccc2o1)N1CCN(CCCCc2c[nH]c3ccc(cc23)C#N)CC1
BJ1895431,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
BJ1895472,ClCCNP1(=O)OCCCN1CCCl
BJ1895561,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1
BJ1895543,CCN(C(C)=O)c1cccc(c1)-c1ccnc2c(cnn12)C#N
BJ1895531,CN(C)C(=N)NC(N)=N
BJ1895503,CC(=O)[C@H]1CCC2C3CC=C4C[C@H](CC[C@]4(C)C3CC[C@]12C)OC(=O)CCC(O)=O |t:9|
BJ1895496,CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(F)ccc-21
BJ1895046,C[C@]12CCC3C(CCc4cc(OC5CCCC5)ccc34)C1CC[C@@]2(O)C#C
BJ1895004,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
BJ1895035,CCc1nn(CCCN2CCN(CC2)c2cccc(Cl)c2)c(=O)n1CCOc1ccccc1
BJ1895025,[O-]S(=O)(=O)CCSSCCS([O-])(=O)=O
BJ1896676,CC(CC(C(N)=O)(c1ccccc1)c1ccccc1)N(C)C
BJ1895028,COc1ccc(Cc2cnc(N)nc2N)cc1OC
BJ1895395,COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(O)=O
BJ1895452,Cc1cnc(cn1)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1
BJ1895828,CCN(CC)CCOc1ccc2-c3ccc(OCCN(CC)CC)cc3C(=O)c2c1
BJ1894996,CCn1cc(C(O)=O)c(=O)c2cnc(nc12)N1CCCC1
BJ1894894,CC(C)CCCC(C)[C@H]1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@]12C |t:14|
BJ1895321,CC(C)(Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1)C(O)=O
BJ1895465,CC(N)C12CC3CC(CC(C3)C1)C2
BJ1895346,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O
BJ1895357,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C |t:17|
BJ1895410,Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1ccccn1
BJ1895445,OC(=O)c1ccc(NC(=O)c2ccccc2)cc1O
BJ1895547,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl
BJ1895540,CC(N(O)C(N)=O)c1cc2ccccc2s1
BJ1895521,C[N+](C)(CCOc1ccccc1)Cc1ccccc1
BJ1895499,Nc1nc(F)nc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
BJ1895488,NCCNCCNCCN
BJ1895019,CC[C@]1(CC[C@@H](O1)[C@]1(C)CCC2(C[C@H](O)[C@@H](C)[C@H](O2)[C@H](C)[C@@H](OC)[C@H](C)C([O-])=O)O1)C1O[C@H](C[C@@H]1C)C1O[C@@](O)(CO)[C@H](C)C[C@@H]1C
BJ1894485,CC(C)N(CCc1c[nH]c2ccccc12)C(C)C
BJ1895037,Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)C(=O)N\N=C\c1ccc(o1)[N+]([O-])=O
BJ1895454,OC[C@H](O)[C@@H](O)C(O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
BJ1896847,CC(C)n1c2ccccc2n(C(=O)NC2CC3CCC(C2)N3C)c1=O
BJ1895015,Oc1cc2c3c(oc(=O)c4cc(O)c(O)c(oc2=O)c34)c1O
BJ1895479,CCCNC(C)(C)COC(=O)c1ccccc1
BJ1895433,COc1cccc(c1)[C@]1(O)CCCC[C@H]1CN(C)C
BJ1895391,COC(=O)Nc1nc2cc(ccc2[nH]1)S(=O)c1ccccc1
BJ1897909,"[H][C@]12CC(O[C@]3([H])O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C[C@@H](C)OC(=O)\C=C\C3OC3C[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(O)=O)O2 |t:17,19,21,23,31|"
BJ1895342,[H][C@@]1(C)CC[C@@]2([H])[C@@]([H])(C)[C@@H](OC(=O)CCC(O)=O)O[C@]3([H])O[C@]4(C)CC[C@]1([H])[C@@]23OO4
BJ1895428,CCCc1nc(C)c2n1[nH]c(nc2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCN(CC)CC1
BJ1895427,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
BJ1895338,Nc1nc(S)c2nc[nH]c2n1
BJ1895324,O=c1[nH]c(=O)c2ccccc2o1
BJ1895434,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC([O-])=O)CC1)c1cccc(\C=C\c2ccc3ccc(Cl)cc3n2)c1
BJ1895059,COc1ccc(cc1OC)C(=O)NCc1ccc(OCCN(C)C)cc1
BJ1895552,CC(C)\N=c1/cc2n(-c3ccc(Cl)cc3)c3ccccc3nc2cc1Nc1ccc(Cl)cc1
BJ1895544,OC(Cc1cccnc1)(P(O)(O)=O)P(O)(O)=O
BJ1895525,CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)c1ccccc1
BJ1895504,NC(=O)C(C1CCN(CCc2ccc3OCCc3c2)C1)(c1ccccc1)c1ccccc1 |@@:3|
BJ1895497,"[H][C@@]12CC[C@@](O)(CC=C)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H] |c:12,14,20|"
BJ1896791,NC(=N)NCCSSCCNC(N)=N
BJ1895018,OC[C@H]1O[C@@H](Oc2ccccc2CO)[C@H](O)[C@@H](O)[C@@H]1O
BJ1895038,Cc1c(ssc1=S)-c1cnccn1
BJ1895040,C[C@H]1COc2c(c(F)cc3c2n1cc(C(O)=O)c3=O)C1(N)CC1
BJ1894784,CN[C@@H]1C(O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H]2O)OC[C@]1(C)O |c:19|
BJ1895041,Nc1nc2n(CCC(CO)CO)cnc2c(=O)[nH]1
BJ1895405,COc1ccc2C[C@H]3N(C)CCc4cc(OC)c(Oc5c6OCOc6cc6CCN(C)[C@@H](Cc7ccc(Oc1c2)cc7)c56)cc34
BJ1895468,Cc1c(CCO)sc[n+]1Cc1cnc(C)nc1N
BJ1895422,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
BJ1895415,Cc1cc2nc3c(nc(=O)[nH]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
BJ1894885,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
BJ1895323,S=C=Nc1ccc(cc1)N=C=S
BJ1895477,CC(O)(P(O)(O)=O)P(O)(O)=O
BJ1895356,CC1CC(CC(C)(C)C1)OC(=O)C(O)c1ccccc1
BJ1895367,"CCOC(=O)C1=C(COCCN)NC(C)=C(C1c1ccccc1Cl)C(=O)OC |c:5,14|"
BJ1895419,[H][C@]12SCC(\C=C/c3scnc3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\c1csc(N)n1)C(=O)OCOC(=O)C(C)(C)C |c:13|
BJ1895460,CC(=O)Nc1ncc(s1)[N+]([O-])=O
BJ1895548,O[AsH]O[AsH]O
BJ1895530,CCOc1ccc(NC(=N)NC(N)=N)cc1
BJ1895522,"CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](Cl)C[C@]12C |c:19,t:15|"
BJ1895500,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)ccc1OC
BJ1895487,Nc1ccc(cc1)[As](O)(O)=O
BJ1895033,[H][C@]12[C@@H](C)C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O |c:16|
BJ1896805,CC(C)n1c2cc(C)ccc2c(nc1=O)-c1ccccc1
BJ1895052,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)C(C)(C)S2(=O)=O
BJ1895010,CCC1(C)CC(=O)NC1=O
BJ1896941,N#Cc1ccc(cc1)C1CCCc2cncn12
BJ1895029,ClCCN(N=O)C(=O)NC1CCCCC1
BJ1895060,[H][C@]12CCC(=O)C=C1CCC1C3CC[C@@](O)(C#C)[C@@]3(CC)CCC21 |c:6|
BJ1895441,CCOc1ccc(c2cccnc12)S([O-])(=O)=O
BJ1895401,CCCc1cc(ccn1)C(N)=S
BJ1897910,[H][C@@](CCC(O)=O)(NC(=O)[C@]1([H])CCCN1C(=O)CN)C(O)=O
BJ1896683,CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
BJ1895478,Oc1ccc(cc1)C1CNCCc2c(Cl)c(O)c(O)cc12
BJ1895436,Clc1ccc2c(CCc3cccnc3C2=C2CCNCC2)c1
BJ1895347,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1 |t:5|
BJ1895337,CC1(C)OC(=O)C(OCC2CC2)=C1c1ccc(cc1)S(C)(=O)=O |c:12|
BJ1895446,Brc1ccc(cc1)C1C(=O)c2ccccc2C1=O
BJ1895390,COC(=O)N\N=C\c1c[n+]([O-])c2ccccc2[n+]1[O-]
BJ1895553,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12
BJ1895545,O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O
BJ1895526,CCN(CC)CCNC(C(=O)OCCC(C)C)c1ccccc1
BJ1895505,CC(C)(CO)[C@@H](O)C(=O)NCCC([O-])=O
BJ1895485,Nc1nnc(c(N)n1)-c1cccc(Cl)c1Cl
BJ1896693,CN1[C@@H](CCC1=O)c1cccnc1
BJ1895020,"CCC(C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C\C=C(C)\[C@@H](OC4C[C@H](OC)C(O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)\C=C\C=C4/CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)C=C[C@@H]1C |c:12,43,51,64,t:41|"
BJ1895053,C[C@]1(Cn2ccnn2)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(O)=O
BJ1895815,Cc1cc2nc3c(nc(=O)[nH]c3=O)n(C)c2cc1C=O
BJ1894564,Clc1cccc(Cl)c1N=C1NCCN1
BJ1895412,"O=C1O[C@@]23C[C@@H](C=CC2=C1)N1CCCC[C@H]31 |c:6,9|"
BJ1895480,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(C=C3CC[C@@]21[H])=NO |c:24|
BJ1895432,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C
BJ1896702,NC(CCC(=O)NC(CSN=O)C(=O)NCC(O)=O)C(O)=O
BJ1896863,[H][C@]12CCC(N1C(=O)[C@H](CCCC2)NC(=O)[C@H](C)NC)C(=O)N[C@H](c1cn(CCCCc2ccc(CCCCn3cc(nn3)[C@@H](NC(=O)[C@@H]3CC[C@]4([H])CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N34)c3ccccc3)cc2)nn1)c1ccccc1
BJ1895336,OC(=O)c1cc(=O)[nH]c(=O)[nH]1
BJ1895449,CC(=O)c1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1
BJ1895366,CC(=O)OCC(CCn1cnc2cnc(N)nc12)COC(C)=O
BJ1895377,CN(C)CCC[C@]1(OCc2cc(ccc12)C#N)c1ccc(F)cc1
BJ1895426,OC(=O)COCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1
BJ1895473,Cc1[nH]c(=O)c(cc1-c1ccncc1)C#N
BJ1895549,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1
BJ1895523,O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1
BJ1895524,CC(Cc1ccccc1)N(C)CC#C
BJ1895501,CC(=O)NCCCS([O-])(=O)=O
BJ1895490,C1CN2CC(N=C2S1)c1ccccc1 |c:5|
BJ1895049,CN1CCN(CC1)c1c(F)cc2c3c1SCCn3cc(C(O)=O)c2=O
BJ1899076,C\C(CP(O)(O)=O)=C/C(N)C(O)=O
BJ1896697,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)c1ccccc1 |c:10|
BJ1895031,COc1ccc(CN2CCN(CC2)C(c2ccc(F)cc2)c2ccc(F)cc2)c(OC)c1OC
BJ1895394,CCn1cc(C(O)=O)c(=O)c2cc(F)c(cc12)N1CCN(C)CC1
BJ1895455,CCCCC(=O)O[C@@]1(CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@]12C)C(=O)CO |t:14|
BJ1895407,"[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(Cl)C2=CC(=O)CC[C@]12C |t:22,25|"
BJ1897896,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC
BJ1895753,CCCCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCCCC)CCCN(CCO)CCO
BJ1895437,"CO\N=C1\C[C@]2(C[C@@H]3C[C@@H](C\C=C(C)\C[C@@H](C)\C=C\C=C4/CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@@H]([C@H]1C)C(\C)=C\C(C)C |c:11,19,27,t:17|"
BJ1895448,COc1cc(cc(OC)c1OC)C(=O)NCCCCCC(O)=O
BJ1895295,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC
BJ1895348,OC(=O)COCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1
BJ1895461,"C[C@]12C[C@H](O)C3C(CCC4=CC(=O)C=C[C@]34C)C1CC[C@]2(O)C(=O)COC(=O)CCC(O)=O |c:13,t:9|"
BJ1895402,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O
BJ1895554,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1
BJ1895536,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl
BJ1895528,CO\N=C1/CN(CC1CN)c1nc2n(cc(C(O)=O)c(=O)c2cc1F)C1CC1
BJ1895506,"C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO |c:11,t:7|"
BJ1895484,COCCCC\C(c1ccc(cc1)C(F)(F)F)=N/OCCN
BJ1895034,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O
BJ1896886,[H][C@]1(CC=C(C)[C@@H](O)C1)C(C)(C)O |t:3|
BJ1895054,COc1ccc2[nH]c(nc2n1)S(=O)Cc1ncc(C)c(OC)c1C
BJ1895011,CCN1CCCC(C1)OC(=O)C(c1ccccc1)c1ccccc1
BJ1896935,Fc1ccc(cc1)C(c1ccccc1)(c1ccccc1F)n1ccnc1
BJ1895423,"[H][C@@]12C[C@@H](C)[C@](OC(=O)c3ccco3)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C |c:36,t:32|"
BJ1895051,Cc1cn([C@@H]2O[C@H](CO)C=C2)c(=O)[nH]c1=O |c:9|
BJ1895442,C[N+]1([O-])C2CCC1CC(C2)OC(=O)C(CO)c1ccccc1
BJ1895615,[H][C@](N)(Cc1cn(C)c2ccccc12)C(O)=O
BJ1897987,[H][C@](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)([C@@H](C)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCNC(=O)CC[C@H](NC(=O)CCCCCCCCCCCCCCC)C(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@]([H])([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O
BJ1895349,CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O |c:2|
BJ1895453,NC(N)=NC(=O)Cc1c(Cl)cccc1Cl
BJ1895376,CCCCCNC(=N)N\N=C\c1c[nH]c2ccc(OC)cc12
BJ1895057,NC(=N)c1ccc(N\N=N\c2ccc(cc2)C(N)=N)cc1
BJ1895435,CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12
BJ1895486,Oc1ccc(cc1)-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1
BJ1895550,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Br)cc1
BJ1895519,[O-][N+](=O)c1ccc(\C=N\N2CC(CN3CCOCC3)OC2=O)o1
BJ1895510,CCCCCCCCCCCCCCCCCCCCCCO
BJ1895502,"C[C@]12C[C@H](O)C3C(CCC4=CC(=O)C=C[C@]34C)C1CC[C@]2(O)C(=O)COP([O-])([O-])=O |c:13,t:9|"
BJ1895494,OC1(CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccc(Cl)c(c1)C(F)(F)F
BJ1898102,CCCCCCCCCCCCOS([O-])(=O)=O
BJ1896330,COC1[C@@H](O)[C@@H](O)C(O)[C@H](O)[C@H]1O
BJ1896662,OC1CNC(C1)C(O)=O
BJ1895026,CCOc1nc2cccc(C(O)=O)c2n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1
BJ1895044,CC1Sc2c(C(O)=O)c(=O)c3cc(F)c(cc3n12)N1CCN(Cc2oc(=O)oc2C)CC1
BJ1895047,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1
BJ1895404,"CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C2=O)c2c4nc5cc(C)ccn5c4c(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c(O)c2c(O)c3C |c:32,t:3,34|"
BJ1895469,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
BJ1895421,C\C=C\C1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)C2=O)C(O)=O |t:3|
BJ1897550,CCN([C@H]1CC[C@@H](CC1)N(C)CCOC)c1cc(cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C#CCN1CCOCC1
BJ1895618,CC[C@H](C)[C@H](N)C(=O)N\C(=C/C)C(=O)N[C@@H]1CSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)C(=C)NC(=O)[C@@H](NC1=O)[C@@H](C)CC)C(=O)N[C@@H]1[C@H](C)SC[C@H](NC(=O)CNC(=O)[C@@H]2CCCN2C1=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]1[C@H](C)SC[C@H](NC(=O)CNC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CNC1=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]1[C@H](C)SC[C@@H]2NC(=O)[C@H](NC(=O)[C@H](C)NC1=O)[C@H](C)SC[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC2=O)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](C(C)C)C(=O)NC(=C)C(=O)N[C@@H](CCCCN)C(O)=O
BJ1895298,NC(=O)N1c2ccccc2CC(=O)c2ccccc12
BJ1895462,Cc1ncc(CO)c(CO)c1O
BJ1895310,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1
BJ1895358,Oc1c(I)cc(Cl)c2cccnc12
BJ1895474,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
BJ1895408,CCCCCCCCCCCCCCCCOP([O-])(=O)OCC[N+](C)(C)C
BJ1895555,CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl
BJ1895535,N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc1cc(F)c(F)cc1F
BJ1895529,"CCC(C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC([O-])=O)C12 |c:13,t:11|"
BJ1895508,"[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO |c:13,t:9|"
BJ1895483,[H][C@](C)(c1ccccc1)n1cncc1C(=O)OCC
BJ1896680,OC[C@H]1O[C@@H](O[C@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
BJ1895048,CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1
BJ1895006,CCS(=O)(=O)CCn1c(C)ncc1[N+]([O-])=O
BJ1899079,CC(C)c1ccc(cc1S(C)(=O)=O)C(=O)NC(N)=N
BJ1895013,CCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C
BJ1897950,O=C1CCCN1CC#CCN1CCCC1
BJ1895438,Oc1ccc2c(Oc3cc(O)ccc3C22OC(=O)c3ccccc23)c1
BJ1895393,CC(O)Cn1c(C)ncc1[N+]([O-])=O
BJ1895456,CCOC(=O)Nc1nc2ccccc2[nH]1
BJ1895915,CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1P(=O)(c1ccccc1)c1ccccc1
BJ1897905,Nc1ccc(cc1)S(=O)(=O)N([Ag])c1ncccn1
BJ1895359,C[C@]12CCC3C(CCc4cc(OS(O)(=O)=O)ccc34)C1CCC2=O
BJ1895466,CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1onc(C)c1C
BJ1895294,Cc1cc(C)cc(OCC2CNC(=O)O2)c1
BJ1895056,Clc1ccc(cc1)C(C#N)c1c(Cl)cc(cc1Cl)-n1ncc(=O)[nH]c1=O
BJ1895447,OCCOC(=O)NCc1ccccc1
BJ1895389,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12
BJ1895551,CN1CCC(CC1)=C1c2ccccc2C=Cc2ccccc12 |c:16|
BJ1895532,CC(C)C[C@H](CN)CC(O)=O
BJ1895511,NC(=O)CCCCC1CCSS1
BJ1895492,CN(C)CCOc1ccc(cc1)C(\c1ccccc1)=C(\CCCl)c1ccccc1
BJ1895002,N.Cl[Pt]Cl
BJ1899063,N[C@@H](CC[C@H](N)C(O)=O)C[C@H]1OC([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
BJ1896696,Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc23)cc1
BJ1894385,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(N)=O
BJ1895039,[H][C@]1(O)CCCn2c1nc(C)c(CCN1CCC(CC1)c1noc3cc(F)ccc13)c2=O
BJ1895043,CNNCc1ccc(cc1)C(=O)NC(C)C
BJ1896792,CCn1c(n[nH]c1=O)-c1ccc(Cl)cc1
BJ1895413,CN1CCCC(CC1)n1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O
BJ1895470,CN1C(=O)OC(C)(C)C1=O
BJ1895429,CC(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(NC(C)=O)cc1
BJ1894904,Fc1ccc(cc1)C(=O)CCCN1CCC(=CC1)n1c2ccccc2[nH]c1=O |c:16|
BJ1894901,OCC(O)COC(=O)c1ccccc1Nc1ccnc2cc(Cl)ccc12
BJ1894832,[H][C@@]12C[C@H](O)CC[C@]1(C)C1CC[C@]3(C)[C@H](CCC3C1[C@@H](O)C2)[C@H](C)CCC(O)=O
BJ1899127,C[n+]1ccc(cc1)C(=O)NCc1ccccc1
BJ1894517,Cn1cnc(c1Sc1[nH]cnc2ncnc12)[N+]([O-])=O
BJ1895760,COc1ccc(O)cc1
BJ1895758,CC(=O)Nc1cccc(O)c1
BJ1894397,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
BJ1896670,CS(=O)CCCCN=C=S
BJ1896974,Fc1ccc(cc1)C(N1CCN(CC1)c1nc(NCC=C)nc(NCC=C)n1)c1ccc(F)cc1
BJ1899120,CCOC(=O)Nc1ccc2Sc3ccccc3N(C(=O)CCN(CC)CC)c2c1
BJ1894126,Oc1ccc(\C=C(/C#N)C(=O)NCCCc2ccccc2)cc1O
BJ1894774,COc1ccc2nccc([C@H](O)[C@@H]3CC4CC[N@@]3CC4C=C)c2c1
BJ1897885,[H][C@@]12CCCC[C@]1([H])C(=O)N(CCCCN1CCN(CC1)c1nsc3ccccc13)C2=O
