SAMPLE_KEY,smiles
BJ1897070,CC(C)S(=O)(=O)NC[C@H](C)c1ccc(cc1)-c1ccc(CCNS(C)(=O)=O)cc1
BJ1897671,CN(C)C(=O)CCSC(SCCC([O-])=O)c1cccc(\C=C\c2ccc3ccc(Cl)cc3n2)c1
BJ1894412,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1
BJ1894069,CCCCC(NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1)C=O
BJ1896228,COc1ccc(CNC(=O)Nc2ncc(s2)[N+]([O-])=O)cc1
BJ1896115,CC(NC(=O)c1ccccc1\N=C\c1c(O)ccc2ccccc12)c1ccccc1
BJ1897701,OC(=O)[C@H](Cc1ccc(Nc2nccc3ccncc23)cc1)NC1=C(Br)C(=O)C11CCCCC1 |c:26|
BJ1897180,CNCCN(C)Cc1c[nH]nc1-c1ccc(O[C@H]2C[C@@H](C2)OCCC2CCOCC2)cc1
BJ1897775,CC[P+](CC)(CC)[Au-]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
BJ1897183,Fc1ccccc1NC(=O)N[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O |t:13|
BJ1897523,CCCC[C@]1(CC)CS(=O)(=O)c2cc(CNC(CC(O)=O)CC(O)=O)c(OC)cc2[C@H](N1)c1ccccc1
BJ1897310,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CCC4=CC(CC[C@]4(C)[C@@]3([H])CC[C@]12C)=NO |t:19|
BJ1897054,NC(=O)c1cccc2cn(nc12)-c1ccc(cc1)C1CCCNC1
BJ1897051,CCC\N=C1/S\C(=C/c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C
BJ1897473,C[C@@H](c1ccc2nccn2c1)n1nnc2ncc(nc12)-c1cnn(C)c1
BJ1894549,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O |c:12|
BJ1894561,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)C1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O
BJ1896505,C[C@@H]1Cc2cc3OCOc3cc2C(=NN1C(C)=O)c1ccc(N)cc1 |c:14|
BJ1897251,COc1cc(NC2CN(CCF)C2)ccc1Nc1ncc(c(Nc2cccc(NC(=O)C=C)c2)n1)C(F)(F)F
BJ1897045,CCN(CC)CCN(Cc1ccc(cc1)-c1ccc(cc1)C(F)(F)F)C(=O)Cn1c2CCCc2c(=O)nc1SCc1ccc(F)cc1
BJ1897354,COc1ccc2cc(ccc2c1)C(C)C(=O)Oc1ccc(cc1)C(N)=S
BJ1896079,OCCNCCNc1ccc2c(NC(=O)CC34CC5CC(CC(C5)C3)C4)cccc2n1
BJ1896521,C\C(O)=C(/C#N)C(=O)Nc1ccc(cc1)C(F)(F)F
BJ1896042,CNCCCC1(OC(C)(C)c2ccccc12)c1ccccc1
BJ1895704,Cc1cc(C)c(c(C)c1)S(=O)(=O)Nc1ccccc1C(F)(F)F
BJ1897806,[H][C@@]1(C)CC[C@@]2([H])[C@@]([H])(C)[C@@H](OC)O[C@]3([H])O[C@]4(C)CC[C@]1([H])[C@@]23OO4
BJ1897227,CCCC(CCC)C(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
BJ1897208,COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC
BJ1897225,[H][C@]1(Cc2c(O)cc(O)cc2O[C@]1([H])c1cc(O)c(O)c(O)c1)OC(=O)c1cc(O)c(O)c(O)c1
BJ1897017,COCCn1c2c(C(=O)c3ccccc3C2=O)[n+](Cc2cnccn2)c1C
BJ1897639,OC(C1CCN(CC1)C(=O)OC(C(F)(F)F)C(F)(F)F)(c1ccc2OCOc2c1)c1ccc2OCOc2c1
BJ1897501,OC(=O)CCc1c([nH]c2cc(Cl)cc(Cl)c12)C(O)=O
BJ1896988,CCn1c2ccccc2c2cc(CNCc3ccccc3OC)ccc12
BJ1897157,[O-][N+](=O)c1cccc(c1)S(=O)(=O)n1cccc1\C=C(/C#N)S(=O)(=O)c1ccc(F)cc1
BJ1897467,CCn1c2nc(N)nc(C)c2cc(-c2cc[nH]n2)c1=O
BJ1895677,Cc1cccc(CCN2CCC(CC2)C(=O)c2ccc(NS(C)(=O)=O)cc2)n1
BJ1897213,CC[C@H](C)n1cc(C)c2c(cc(cc12)-c1ccc(nc1)N1CCNCC1)C(=O)NCc1c(C)cc(C)[nH]c1=O
BJ1897646,CCOC(=O)c1c2-c3ccccc3C(=O)c3cccc([nH]c1=O)c23
BJ1897332,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2OCCOc2c1
BJ1897626,Cn1c2cc(sc2c2cnn(Cc3cccc(N)c3)c(=O)c12)S(C)=O
BJ1897052,CC(C)Nc1cccnc1N1CCN(CC1)C(=O)c1cc2cc(NS(C)(=O)=O)ccc2[nH]1
BJ1897011,[H][C@@]12CCCN1C(=O)c1cccnc1OC2
BJ1897530,COc1ccc2[nH]cc(C3=CCNCC3)c2c1 |t:9|
BJ1897414,Cc1ncc([nH]1)-c1csc(NC(N)=N)n1
BJ1897636,[H][C@@]12CC[C@@](N)(C(O)=O)[C@]1([H])[C@H]2C(O)=O
BJ1897661,C[C@H](NC(=O)CNC(=O)c1cccc(Cl)c1)c1ccccc1
BJ1897400,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N
BJ1897420,CCCCN1CCC(CNC(=O)c2c3OCCCn3c3ccccc23)CC1
BJ1896827,CCCCN1CCCC1CNC(=O)c1cc(C#N)c2ccccc2c1OC
BJ1895978,CCOc1cncc(\C=C\CCNC)c1
BJ1896667,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
BJ1897413,NC(=N)Nc1nc(CSCCN\C=N\S(=O)(=O)c2ccc(Br)cc2)cs1
BJ1895852,Nc1ncnc2nc(cc(-c3cccc(Br)c3)c12)-c1ccc(nc1)N1CCOCC1
BJ1896575,CCc1c(c(nn1-c1ccccc1-c1cccc(OCC(O)=O)c1)-c1ccccc1)-c1ccccc1
BJ1894134,CN1C2CCC1CC(C2)OC(=O)c1cc(C)cc(C)c1
BJ1897584,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[n-]2)c1OC
BJ1897804,[H][C@@]12[C@@H](C)[C@H](C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)C[C@@H](O)[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O |t:15|
BJ1897521,OC(=O)Cn1c2CCN(Cc2c2cc(F)ccc12)C(=O)c1cccc2ccccc12
BJ1897138,C[C@H](Nc1ncnc2[nH]cnc12)c1nc2ccc(F)cc2c(=O)n1-c1ccccc1
BJ1897764,CCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C
BJ1897145,[H][C@@]12Oc3c4c(C[C@@]5([H])N(CC6CC6)CC[C@@]14[C@@]5(O)CC[C@H]2N(C)C(=O)\C=C\c1ccoc1)ccc3O
BJ1897700,[K]SC(=S)OC1CC2CC1C1CCCC21
BJ1897071,OB1OCc2cc(Oc3ccc(cc3)C#N)ccc12
BJ1897676,[H][C@@]12CC[C@H]([C@H](C)\C=C\C=C\C(O)(CC)CC)[C@@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C
BJ1897069,O=C(N1CCCCC1)c1ccc2nccnc2c1
BJ1897154,CCOC(=O)c1c(\C(=C/N)C#N)c2ccc(Cl)c(Cl)c2n1C
BJ1897650,CNc1nc(C)nc(N[C@H]2CCC[C@H](C2)C(=O)NCc2ccc(cc2C(F)(F)F)C#N)n1
BJ1897735,CN1C(=O)C[C@H](NC1=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(N)=O
BJ1897657,"Cc1cc(C)n(n1)-c1cccc(c1)[C@@H](CN1CC[C@@H](CCC2=CC=C3CCCN=C3N2)C1)CC(O)=O |c:30,t:23,25|"
BJ1896607,COc1cc(CN(CCN)C(=O)c2cccs2)ccc1OCc1ccccc1
BJ1896576,CCOC(=O)c1ccc(cc1)-c1ccc(OC(=O)N(C)Cc2cccc(c2)-c2ccncc2)cc1
BJ1894353,Cc1cccc(\C=C\c2ccccc2)n1
BJ1897044,CC(C)[C@@H](CN1CC[C@](C)([C@@H](C)C1)c1cccc(O)c1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1
BJ1897654,CN1CCN(CC1)c1ccc(Nc2nc(Oc3cccc(NC(=O)C=C)c3)c3sccc3n2)cc1
BJ1896544,COc1cc(ccc1Nc1cc(Nc2ccccc2S(=O)(=O)C(C)C)c2cc[nH]c2n1)N1CCC(O)CC1
BJ1895865,Nc1ccc(cc1)-c1nc2ccc(cc2[nH]1)-c1nc2ccc(N)cc2[nH]1
BJ1895813,[H][C@]1(C(C)C)c2ccc(F)cc2CC[C@@]1(CCN(C)CCCc1nc2ccccc2[nH]1)OC(=O)C1CC1 |@:2|
BJ1895772,O[C@@H](CNCCOc1ccc(CC(O)=O)cc1)c1ccccc1
BJ1897694,COc1cc2CCN(CCc3ccc(NC(=O)c4cccc5c4[nH]c4c(OC)cccc4c5=O)cc3)Cc2cc1OC
BJ1896991,[H][C@]12SC([C@H]3CCCO3)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(=O)OCc1oc(=O)oc1C |c:9|
BJ1897620,CN1CCN(CCCCN2C(=O)CN(\N=C\c3ccc(o3)-c3ccc(Cl)cc3)C2=O)CC1
BJ1897740,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C |t:22|
BJ1897600,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Cl)c1
BJ1897007,NC(=S)N\N=C\c1ncccc1N
BJ1897673,OC(=O)C(=O)CBr
BJ1897659,O=C1C(=Cc2cccnc2)C(=O)c2ccccc12
BJ1897474,CCC(CC)n1c2nc(cnc2[nH]c1=O)C#C
BJ1897655,[H][C@]12CCN(CCCC(=O)c3ccc(F)cc3)C[C@@]1([H])c1cccc3N(C)CCN2c13
BJ1897531,Cc1csc(NC(=O)CSc2ccc(nn2)-c2ccccc2)n1
BJ1897053,CS(=O)(=O)c1ccc(cc1)[C@@H](CC1CCCC1)C(=O)Nc1nccs1
BJ1896530,CCCCCCCCCCC(O)C1C=CC2C(N1Nc1ccc(cc1)[N+]([O-])=O)C(=O)N(C2=O)c1ccccc1 |c:13|
BJ1895942,Cc1cc(C)c(N(Cc2ccccc2)S(=O)(=O)c2ccc(OCCNC(=O)c3cc4ccccc4o3)cc2)c(c1)C(=O)NO
BJ1896560,NC(=O)Nc1cc(sc1C(=O)N[C@H]1CCCNC1)-c1cccc(F)c1
BJ1897786,[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\c1csc(N)n1)C([O-])=O |c:4|
BJ1897412,CN(C)[C@]1(CC[C@@]2(CC1)OCCc1c2[nH]c2ccc(F)cc12)c1ccccc1
BJ1896568,Fc1ccc(Nc2c(cnc3cnc(NCc4cccnc4)cc23)C#N)cc1Cl
BJ1895833,Clc1ccc(cc1)C(=O)N[C@H]1CN2CCC1CC2
BJ1896553,CCOC(=O)c1ccc(cc1)N(C)c1csc(n1)-c1ccccc1
BJ1897579,C[C@H]1NCc2cc(ccc12)-c1ccc2c(c1OC(F)F)n(cc(C(O)=O)c2=O)C1CC1
BJ1897026,[H][C@]12CN([C@H](C(=O)NC(CC3CCC3)C(=O)C(N)=O)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C
BJ1897813,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O
BJ1897609,Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1
BJ1897494,NC(=N)SCCCC#N
BJ1897417,COc1c(Nc2ccc(nc2C)S(C)(=O)=O)ncnc1OC1CCN(CC1)C(=O)OC(C)C
BJ1897286,CCC[C@H]1CN([C@@H](CC)C(N)=O)C(=O)C1
BJ1897176,O=C(Nc1ccc2[nH]ccc2c1)c1ccccc1
BJ1897508,CN1CCC(CC1c1nc2ccccc2[nH]1)NC(=O)Nc1ccc(cc1)C#N
BJ1897753,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OCC)[C@@H]2C)O4
BJ1897128,Clc1ccc(OCC(=O)N[C@H]2CC[C@@H](CC2)NC(=O)COc2ccc(Cl)cc2)cc1
BJ1897643,Clc1ccc(cc1)C(=O)N(Cc1ccccc1)C1CCCCC1
BJ1897561,CN1CCC(CC1)=C1c2ncc(C=O)n2CCc2ccccc12
BJ1897528,CC1(C)CCC(C)(C)c2c(Cl)c(O)c(cc12)C(=O)Nc1cc(F)c(C(O)=O)c(F)c1
BJ1896557,N#Cc1ccc(cc1)-c1csc(NN=C2CCCC2)n1
BJ1895899,FC(F)(F)c1cccc(c1)C1=CCN(CCc2ccc3ccccc3c2)CC1 |t:11|
BJ1897577,OCc1cc(ccc1O)C(O)CNCCCCCCOCCCCc1ccccc1
BJ1897537,CSc1ccc(cc1)C(=O)\C=C\c1cc(C)c(OC(C)(C)C(O)=O)c(C)c1
BJ1895856,CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1 |c:5|
BJ1895944,Clc1cccc(N2CCN(CCCCNC(=O)c3ccc-4c(Cc5ccccc-45)c3)CC2)c1Cl
BJ1895774,"CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O |c:11,t:16|"
BJ1897802,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C |c:4|
BJ1897544,"CN(Cc1oc2ccccc2c1C)C(=O)\C=C\C1=CNC2=NC(=O)CCC2=C1 |c:29,t:19,22|"
BJ1897638,CCn1cc(-c2cccc(c2)C(F)(F)F)c2sc(cc2c1=O)C(=N)NC1CCS(=O)(=O)CC1
BJ1897317,Fc1cccc(c1)N(Cc1cc(F)c(F)c(F)c1)C(=O)O[C@H]1CN2CCC1CC2
BJ1897256,CC(=O)c1cc2c(o1)C(=O)c1ccccc1C2=O
BJ1897611,CN1C(=O)N(C(=O)[C@@]1(CO)c1ccccc1)c1ccc(C#N)c(c1)C(F)(F)F
BJ1897712,Nc1nc2CCN(CC=C)CCc2s1
BJ1897596,N.Cl[Pt]Cl.CC(O)=O.NC1CCCCC1
BJ1897645,ONC(=O)c1ccc(O)c(O)c1
BJ1897505,[O-][N+](=O)c1cncn1CCN1CCOCC1
BJ1897545,COCCOCCOc1ccc(C2=N[C@](C)(CS2)C(O)=O)c(O)c1 |t:12|
BJ1897539,OS(=O)(=O)ON1[C@H]2C[N@]([C@@H](CC2)C(=O)NC2CCNCC2)C1=O
BJ1897546,Cn1c(\C=C\C(=O)NO)ccc1\C=C\C(=O)c1cccc(F)c1
BJ1895921,NC(=O)Nc1sc(cc1C(N)=O)-c1ccc(F)cc1
BJ1896835,[H][C@@]12CC(=O)\C(=C\C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C |t:20|
BJ1897656,CC(C)(C)C(=O)C(\NNc1ccc(Cl)cc1)=N\c1ccc(Cl)cc1
BJ1894352,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N
BJ1895853,OC(c1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)c1ccccc1)(C(F)(F)F)C(F)(F)F
BJ1897175,Cc1nn(C)c2OC(N)=C(C#N)C(c12)c1ccc(cc1)C(F)(F)F |t:8|
BJ1897696,[H][C@@]12C[C@]3(CCCN3C(=O)Cc3ccc(NC(=O)COc4ccc(Cl)cc4Cl)cc3)C(=O)N1[C@H](CCS2)C(N)=O
BJ1897691,Nc1nc(=O)n(cc1I)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
BJ1897136,CN1CCN(CC1)c1ccc(Nc2ncc3cc(C#N)c(=O)n(C4CCCC4)c3n2)cc1
BJ1897072,OB1OCc2cc(F)ccc12
BJ1897526,NC\C(CCc1ccc(F)cc1)=C\F
BJ1897794,Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c1ccc(O)c(O)c1
BJ1897469,Nc1cccc2c1c(=O)[nH][nH]c2=O
BJ1897622,C[C@@H](CN)c1ccc(cc1)-c1c(O)cc(C)c2[nH]c(=O)c3sccc3c12
BJ1897137,CN1CCCN=C1\C=C\c1cccs1 |c:5|
BJ1897556,CCCc1nc(c(C(O)=O)n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1)C(C)(C)O
BJ1897575,CC(C)(C)C(=O)Oc1ccc(cc1)S(=O)(=O)Nc1ccccc1C(=O)NCC([O-])=O
BJ1897651,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1
BJ1894082,Oc1ccc(C=C(C#N)C#N)cc1O
BJ1894330,Oc1cc(O)c2c(c1)oc(-c1ccc(O)c(O)c1)c(O)c2=O
BJ1897640,Cn1c2ncn(CC(=O)Nc3ccc(nn3)-c3ccccc3)c2c(=O)n(C)c1=O
BJ1897438,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=O)[C@@]2([H])C\C(CC[C@]12C)=N\OCCN
BJ1896644,Cc1ccc2cc(ccc2n1)-c1c(C)ccc(C(=O)c2c(-c3ccccc3)n(C)n(-c3ccccc3)c2=O)c1N
BJ1895854,Cc1[nH]c2ccc(Cl)cc2c1C1=CCNCC1 |t:13|
BJ1894086,CCNCCCNCCCCNCCCNCC
BJ1897446,COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(O)=O)cc1
BJ1897242,"[H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)OC(=O)CC[C@@]21[H] |c:8,t:4|"
BJ1897653,[H][C@]12CCCN1CCN(C2)C(=O)c1cc(c(F)cc1Cl)S(=O)(=O)Nc1ccccc1F
BJ1897585,CC(C)c1ccccc1-c1ncc(C)c(NCc2ccc(cc2)-n2ccnn2)n1
BJ1897027,CC(C)C(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@](C)(F)[C@@H]1OC(=O)C(C)C
BJ1897777,CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2
BJ1897067,C[C@H]1CN(Cc2ccc(CC(=O)N3CCC(CC3)Nc3cccc(F)c3)cc2)CCN1
BJ1897733,Cc1cccn2c1ncc(-c1nn[n-]n1)c2=O
BJ1897621,COc1ccc2C(CN(C)Cc2c1)c1ccc(Cl)c(Cl)c1
BJ1897178,Cc1cc(nc2ccccc12)N1CCCCC1
BJ1897184,OC[C@H]1NCC[C@@H](O)[C@@H]1O
BJ1897644,CN(C(C)=O)c1cc(ccc1F)-c1ccnc2c(cnn12)C(=O)c1cccs1
BJ1897196,CC(C)Cn1c2sc(Cc3c(C)n[nH]c3C)c(C(=O)N3C[C@H](O)CO3)c2c(=O)n(C)c1=O
BJ1897667,CC(C)=CCc1c(O)cc(O)c2c1oc(-c1ccc(cc1)C(F)(F)F)c(O)c2=O
BJ1895897,"C\C1=C/CC\C(C)=C\[C@H]2OC(=O)C(=C)[C@@H]2CC1 |c:1,t:6|"
BJ1895876,Fc1ccc(Nc2cc3C(=O)NC(=O)c3cc2Nc2ccc(F)cc2)cc1
BJ1895971,Clc1cccc(c1)C(c1ccc2nc[nH]c2c1)n1ccnc1
BJ1897541,CCc1nc2c(C)nc(C)cc2n1-c1ccc(CCNC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1
BJ1897574,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H] |c:19|
BJ1895926,NC(=O)N1C(=O)\C(=C(/O)c2cccs2)c2cc(Cl)ccc12
BJ1895891,Cc1cc(F)c(Nc2ncnc3cc(OCc4ccccc4)ccc23)cc1O
BJ1895848,Nc1nc(c(s1)-c1ccncc1)-c1ccc(Cl)c(Cl)c1
BJ1897610,CN1C(=O)N(C(=O)[C@@]1(CO)c1ccccc1)c1ccc(C#N)c(c1)C(F)(F)F
BJ1897778,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C([O-])=O)c1ccsc1)C([O-])=O
BJ1897565,CS(=O)(=O)c1ccc(cc1)C1=C(C(=O)OC1)c1ccccc1 |t:11|
BJ1897161,CSc1ccccc1Nc1nc(nc2c(NCC3CC3)ncnc12)N1CCNCC1
BJ1897684,CC(C)(C)NCC(O)c1ccc(O)cc1Cl
BJ1897306,"C[C@@H]1N=C(N)NC(=N1)N(C)C |c:6,t:2|"
BJ1897284,CC(=O)c1ccc(NS(C)(=O)=O)c(Oc2ccc(F)cc2F)c1
BJ1897328,N#Cc1cc(ccn1)-c1n[nH]c(n1)-c1ccncc1
BJ1897586,ONC(=O)CS(=O)C(c1ccccc1)c1ccccc1
BJ1897269,Cc1[nH]c(=O)c(cc1-c1ccc2nccn2c1)C#N
BJ1897662,CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12
BJ1897047,Cn1c(COP(=O)(NCCBr)NCCBr)cnc1[N+]([O-])=O
BJ1897683,CCOC(=O)[C@@]1(CCCCCCOc2ccc(Cl)cc2)CO1
BJ1895950,Cc1ccc(cc1)\C=C1/CNC\C(C1=O)=C/c1ccc(C)cc1
BJ1894076,[H][C@@]12CCCN1C(=O)[C@]([H])(Cc1ccccc1)N1C(=O)[C@](C)(NC(=O)[C@@]3([H])CN(C)[C@]4([H])Cc5c[nH]c6cccc(c56)[C@@]4([H])C3)O[C@@]21O
BJ1896125,COc1ccc2[nH]cc(CCNC(C)=O)c2c1
BJ1897552,COc1ccc2CCCC(C(=O)N(Cc3ccc(cc3)N(C)C)c3ccc(cc3)C(C)C)c2c1
BJ1897290,CCC(CC)C(c1ccc(Nc2nc3ccccc3s2)cc1)n1cncn1
BJ1896543,COC[C@H](C)Oc1cc(O[C@@H](C)Cc2ccccc2)cc(c1)C(=O)Nc1ccc(cn1)C(O)=O
BJ1896639,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc12
BJ1896645,Cc1cc(NC(=O)C(N2CCCc3ccccc23)c2ccccc2)no1
BJ1897312,CC1(C)CCC(C)(C)c2cc(\C=C\c3ccc(cc3)C(O)=O)c(Cn3cccn3)cc12
BJ1897173,CN(C)C\C=C\C(=O)N1CCCC[C@H](C1)n1c(NC(=O)c2ccnc(C)c2)nc2cccc(Cl)c12
BJ1897506,Cl[Ru](Cl)(Cl)Cl.c1n[nH]c2ccccc12
BJ1897219,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O |c:5|
BJ1897483,CCCCCCOC(=O)CCC(=O)CN
BJ1897538,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1
BJ1897623,COc1ccc2NC(=O)\C(=C/c3cnc[nH]3)c2c1
BJ1897660,O=C(\C=C\c1cccnc1)c1ccncc1
BJ1897436,O=c1[nH]ccc2cc(OC3CCNCC3)ccc12
BJ1897043,NS(=O)(=O)OC[C@H]1C[C@H](CC1O)n1ccc2c(N[C@H]3CCc4ccccc34)ncnc12
BJ1897702,Cc1cccc(Oc2nc3c(C)cccn3c(=O)c2\C=C(/C#N)c2nc3ccccc3s2)c1
BJ1896622,OC(=O)c1ccc(cc1)S(=O)(=O)N(Cc1ccc(OC(F)(F)F)cc1)c1ncc(cc1Cl)C(F)(F)F
BJ1895963,COc1oc(=O)c2cc(N)ccc2c1Cl
BJ1896831,COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2ccnc(OCc3ncccn3)c2c(=O)n1Cc1ccnc(C)c1
BJ1897303,CC(C)=CCC\C(C)=C\CC\C(C)=C\CSc1ccccc1C(O)=O
BJ1897558,OC(COc1cccc2ncccc12)CN1CCN(CC1)C(=O)C(c1ccccc1)c1ccccc1
BJ1896584,Nc1ncc(Cc2ccc(Br)cc2)s1
BJ1895976,Nc1ncnc2[nH]nc(Nc3ccc(F)cc3)c12
BJ1897141,CN(C)C(=O)Oc1cccc(NC(=O)C2(CN)CCN(CC2)c2ncnc3[nH]cc(C)c23)c1
BJ1897782,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)C2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
BJ1897548,COC1CCC(CC1)N1C(=O)CNc2ncc(nc12)-c1ccc(nc1)C(C)(C)O
BJ1897255,CCn1cnc(C(=O)NC)c1C(=O)NC
BJ1897781,COc1ccc(cc1)-c1cc(=S)ss1
BJ1897005,C[C@@H](N)c1ccc(cc1)C(=O)Nc1ccnc2[nH]ccc12
BJ1897785,[H][C@]12OC[C@@H](O)[C@@]1([H])OC[C@@H]2O
BJ1897186,C1Cc2[nH]nc(-c3nnn[nH]3)c2C1
BJ1897416,CC(C)OC(=O)N1CCC(CC1)Oc1ncnc2n(ncc12)-c1ccc(cc1F)S(C)(=O)=O
BJ1897743,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1
BJ1897540,CC1(C)CN(C1)C(=O)c1ccc(cc1)-c1cccc2nc(NC(=O)C3CC3)nn12
BJ1897294,CC(=O)NCC(=O)N1[C@H]2CC[C@@H]1c1cc(Nc3ncc(c(NC4CCC4)n3)C(F)(F)F)ccc21
BJ1897755,"CC1=C(C)C(=O)C(C(CCCCCC(O)=O)c2ccccc2)=C(C)C1=O |c:1,t:22|"
BJ1895927,Oc1c(CC=C)cccc1\C=N\NC(=O)CN1CCN(Cc2ccccc2)CC1
BJ1896632,[H]C1(CCNCC1)[C@@H](COc1ccc(cc1)-c1nc2ccccc2n1Cc1ccccc1)n1c(nc2ccccc12)-c1ccccc1 |@:1|
BJ1894107,CNC(=O)c1cc2c(cn1)[nH]c1ccccc21
BJ1897056,Cc1cc(NC(=O)NCCN2CCC(O)(Cc3ccccc3)CC2)c2ccccc2n1
BJ1897536,CC(C)(Sc1ccncc1-c1ccc(C#N)c2ccccc12)C(O)=O
BJ1896830,Cn1ccc2cc3N(CCc3cc12)C(=O)Nc1cccnc1
BJ1895903,COc1cc(OC)c(NC(=O)Nc2cc(C)on2)cc1Cl
BJ1895947,Cc1ccccc1N1CCN(CC1)S(=O)(=O)CC12CCC(C[C@@H]1NC(=O)[C@@H](N)CCS(C)(=O)=O)C2(C)C
BJ1897040,CC(C)C(=O)OC[C@]1(O[C@H]([C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C)n1ccc(N)nc1=O)N=[N+]=[N-]
BJ1897199,Cn1cc(cn1)-c1cnc2ccc3ccc(CS(=O)(=O)NCc4ccccn4)cc3c(=O)c2c1
BJ1897302,O=c1c(cc(cn1-c1ccccc1)-c1ccccn1)-c1ccccc1C#N
BJ1897169,CS(=O)(=O)c1ccc(Oc2cc(F)cc(c2)C#N)c2CC(F)(F)[C@@H](O)c12
BJ1897509,Oc1cccc(Nc2ncc(F)c(Nc3cccc(O)c3)n2)c1
BJ1897518,Oc1ccc(cc1)\C=C\c1cc(O)cc(O)c1
BJ1897515,[H][C@@]1(CO1)[C@H](O)[C@H](O)[C@]1([H])CO1
