compound,PC1,PC2,smiles
BJ1894555,59.97406424480036,-9.757036694057083,NS(=O)(=O)c1cc(ccc1Cl)C1(O)NC(=O)c2ccccc12
BJ1894502,97.89259911280476,10.242241137507856,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
BJ1894017,71.76440763266804,17.682358898546813,OC(=O)c1cc(O)c2ccccc2n1
BJ1894038,88.67413013170872,4.361126226417463,CN1CCN(CC1)C(C)=O
BJ1894217,82.015723931144,4.313520336416056,C(Oc1ccccc1C1CC1)C1=NCCN1 |t:13|
BJ1896044,61.50300551312858,5.803616051680931,COc1ccc(cc1N1CCNCC1)S(=O)(=O)Nc1cc(Cl)cc(Cl)c1OC
BJ1896167,88.91329191127387,3.2267700372611907,Nc1nc2c(ccc3ccccc23)s1
BJ1896093,77.7598167469883,6.332555821733382,FC(F)(F)c1ccc(NC(=O)N2CCN(CC2)c2ncccc2C(F)(F)F)nc1
BJ1894324,49.77322939867145,-4.019018762311756,Clc1ccc2NC(=O)CSC(c3ccccc3Cl)c2c1
BJ1894032,65.00285569803441,1.372978463068982,NC(C(O)=O)c1ccc(C(O)=O)c(O)c1
BJ1896478,60.335047524922864,-4.628563879127292,Cc1cc(C)c(C2=NOC3C4CCC(C4)C23)c(C)c1 |t:6|
BJ1894125,51.28762532690395,-7.086890235402628,Oc1ccc(\C=C(/C#N)C(=O)NCCCCc2ccccc2)cc1O
BJ1895700,64.21039927316073,-1.819288339235541,Cc1ccc(cc1)S(=O)(=O)NCc1ccccc1
BJ1896470,24.049699093953,3.5923648302763542,CCC(C)CNCC(=O)N1CCc2sccc2C1COc1cccc(C)c1
BJ1896483,27.26084478258681,10.496140078488516,OC[C@@H](NC(=O)Nc1ccc(cc1)-c1ccncc1)c1ccccc1
BJ1896314,9.39447939133945,-2.464148019909428,CCn1c2ccccc2c2cc(CNC)ccc12
BJ1894311,53.54097320493838,-9.638047660040325,COc1cc2CC(=O)NN=C(c3ccc(N)cc3)c2cc1OC |t:9|
BJ1895987,59.69093452108383,-7.684508975504408,CCCCN(CC)c1nc(C)nc2n(c(C)c(C)c12)-c1c(C)cc(C)cc1C
BJ1894222,78.80235485189037,-1.424199978595908,CC(C)SC(N)=N
BJ1896497,-14.678971102355044,-7.177550541485105,Oc1ccc2N(CCCc2c1)c1ccnc(Nc2ccc(cc2)S(=O)(=O)NCC2CC2)n1
BJ1896024,78.47298661125313,-0.5480267202121452,Cc1ccccc1N1CCN(CCc2nnc3CCCCn23)CC1
BJ1894562,74.19440845024083,-18.46198399231426,CC(C)(Oc1ccc(Cl)cc1)C(O)=O
BJ1894570,90.53415487804352,0.9041574915781196,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3C(=O)C[C@]12C |t:15|
BJ1894565,57.66865719459704,10.381008331477872,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
BJ1896456,76.51866804890078,4.033206987858833,Cc1ccc(cc1NC(=O)c1ccc(OCc2ccccn2)cc1)-c1ncc[nH]1
BJ1894317,36.603205852430776,13.557776933385911,CC(=O)O[C@H]1[C@@H](O)C2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]2(O)C(=O)C[C@@](C)(O[C@]12C)C=C
BJ1894328,84.21072285040209,28.514202198501252,"COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCCN1CCC(CC1)(c1ccccc1)c1ccccc1 |c:4,9|"
BJ1894386,88.95632059030495,3.157534376336144,[H][C@@]12Oc3c4c(CC5N(CC6CC6)CC[C@@]14[C@@]5(O)Cc1c2[nH]c2ccc(NC(N)=N)cc12)ccc3O
BJ1896107,83.41495314649197,33.70444061589148,COC(=O)c1sccc1S(=O)(=O)Nc1ccc(Nc2ccccc2)cc1OC
BJ1894130,62.28384135333141,-6.610410910978271,OC(=O)C(Cc1ccc(O)c(O)c1)OC(=O)\C=C\c1ccc(O)c(O)c1
BJ1896123,46.963208608327655,-8.550211424916956,O=c1cc(oc(c1)-c1cccc2Sc3ccccc3Sc12)N1CCOCC1
BJ1896141,47.33189319745669,-5.129176310156482,CC(C)C[C@H]([C@H](O)C(=O)NO)C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1
BJ1896170,56.59219548517467,4.839330544887991,Clc1ccc(cc1)C(=O)Nc1c(nc2ccccn12)-c1cccs1
BJ1896397,70.8902094549337,31.184050428777603,Fc1ccc(NC(=O)N2CCc3ccccc3C2c2ccc(cc2)C(F)(F)F)cc1
BJ1896409,76.56902212260155,6.192555573320986,CS(=O)(=O)N(CC(O)Cn1c2ccccc2c2ccccc12)Cc1ccco1
BJ1894315,34.18399374065227,-11.41412250208522,Cc1ccc(=O)n(c1)-c1ccccc1
BJ1894296,63.068698291889184,-5.81653715739138,CCCC[P+](CCCC)(CCCC)Cc1ccc(NC(=O)[C@H](Cc2ccc3ccccc3c2)N\C(NC2CCCCC2)=N\C2CCCCC2)cc1
BJ1894010,57.40300380868035,2.1884155244458308,[H][C@@]1(CC[C@](N)(C1)C(O)=O)C(O)=O.[H][C@]1(CC[C@@](N)(C1)C(O)=O)C(O)=O
BJ1896074,85.40371732904934,-18.24977084093924,O=C(Nc1ccccc1)N1CCC(Cc2cnc3ccccc3c2)CC1
BJ1894310,62.86463605965061,-13.708353205865748,OC(=O)C1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1
BJ1896033,69.62439947994419,2.514910834186815,CCCCOC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F
BJ1894575,71.98497519488562,-8.120808714514109,N[C@@H]1CONC1=O
BJ1894453,65.0108594447834,-8.123661798922056,O=c1ccc2ccccc2o1
BJ1894406,65.77488704977128,-0.5016350568882759,CN(C)CCS
BJ1896410,99.49848800535376,9.733184404511611,FC(F)(F)Oc1ccc(CNC(=O)C2N(C3CCOCC3)C(=O)c3ccccc23)cc1
BJ1894039,82.40208767722481,28.908138730986398,CC(=O)N1CC[N+](C)(C)CC1
BJ1896131,39.10925461161441,21.674355220339898,OC(=O)c1ccc(cc1C1CCCC1)-c1c[nH]c2ncc(cc12)-c1ccccc1
BJ1896513,66.03020652790525,-0.1140832973769043,CC(C)C[C@H](N(C)C(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)C(=O)NCC[C@H](NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1)C(O)=O
BJ1894335,64.48917487559613,5.795659002670823,Cc1nccc2c3ccccc3[nH]c12
BJ1894198,92.26125537330518,9.112549388154353,OC(CNCCNC(=O)Nc1ccccc1)COc1ccccc1C#N
BJ1894090,33.434454182123496,-1.4606138627373222,CN(CCN1CCCC1)CCc1ccc(Cl)c(Cl)c1
BJ1894218,74.30952455989927,11.436079724971352,Clc1cccc2CN(Cc12)C1=NCCN1 |t:12|
BJ1895799,82.15130985877312,24.708789723136704,CCc1cc(C(C)=O)c(O)cc1OCCCCCC(C)(C)c1nnn[nH]1
BJ1895792,55.67206122846356,2.778738155729453,OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1
BJ1896208,74.22659370462132,24.65300215701707,NC(=O)N1c2ccccc2CC(O)c2ccccc12
BJ1896494,62.55027796790278,15.711989957947468,Cc1ccc(cc1)-c1n[nH]c2C(=O)N(C(c12)c1cccc(O)c1)c1ccc(cc1)C(O)=O
BJ1895736,87.9934546943045,3.1514511458312846,CCCCn1c(=O)n(CCCO)c2nc([nH]c2c1=O)C12CC3CC1CC(C2)C3
